trial,timestamp,learning_rate,hidden_dim,num_layers,dropout_rate,max_epochs,test_approximation_rate,val_approximation_rate,test_infeasible_rate,val_infeasible_rate,test_mean_load_factor,val_mean_load_factor,test_loss,val_loss,test_time,val_time
191,2025-09-23T16:11:09.510530,0.01,128,5,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
192,2025-09-23T16:11:09.595452,0.01,128,10,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
193,2025-09-23T16:11:09.680634,0.01,128,10,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
194,2025-09-23T16:11:09.845131,0.01,128,10,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
195,2025-09-23T16:11:09.930325,0.01,128,10,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
196,2025-09-23T16:11:10.015638,0.01,128,10,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
197,2025-09-23T16:11:10.100822,0.01,128,10,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
198,2025-09-23T16:11:10.185723,0.01,128,10,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
199,2025-09-23T16:11:10.271079,0.01,128,10,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
200,2025-09-23T16:11:10.356084,0.01,128,10,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
201,2025-09-23T16:11:10.441055,0.01,128,10,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
202,2025-09-23T16:11:10.526372,0.01,128,10,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
203,2025-09-23T16:11:10.610762,0.01,128,10,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
204,2025-09-23T16:11:10.698776,0.01,128,15,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
205,2025-09-23T16:11:10.787033,0.01,128,15,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
206,2025-09-23T16:11:10.875735,0.01,128,15,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
207,2025-09-23T16:11:10.964033,0.01,128,15,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
208,2025-09-23T16:11:11.052583,0.01,128,15,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
209,2025-09-23T16:11:11.141019,0.01,128,15,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
210,2025-09-23T16:11:11.229312,0.01,128,15,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
211,2025-09-23T16:11:11.317606,0.01,128,15,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
212,2025-09-23T16:11:11.406090,0.01,128,15,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
213,2025-09-23T16:11:11.494550,0.01,128,15,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
214,2025-09-23T16:11:11.582950,0.01,128,15,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
215,2025-09-23T16:11:11.671633,0.01,128,15,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
216,2025-09-23T16:11:11.752310,0.0001,32,5,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
217,2025-09-23T16:11:11.831143,0.0001,32,5,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
218,2025-09-23T16:11:11.909981,0.0001,32,5,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
219,2025-09-23T16:11:11.988468,0.0001,32,5,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
220,2025-09-23T16:11:12.066931,0.0001,32,5,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
221,2025-09-23T16:11:12.145481,0.0001,32,5,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
222,2025-09-23T16:11:12.223942,0.0001,32,5,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
223,2025-09-23T16:11:12.302617,0.0001,32,5,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
224,2025-09-23T16:11:12.381110,0.0001,32,5,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
225,2025-09-23T16:11:12.459483,0.0001,32,5,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
226,2025-09-23T16:11:12.537801,0.0001,32,5,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
227,2025-09-23T16:11:12.616115,0.0001,32,5,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
228,2025-09-23T16:11:12.697090,0.0001,32,10,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
229,2025-09-23T16:11:12.777642,0.0001,32,10,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
230,2025-09-23T16:11:12.858861,0.0001,32,10,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
231,2025-09-23T16:11:12.939548,0.0001,32,10,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
232,2025-09-23T16:11:13.020799,0.0001,32,10,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
233,2025-09-23T16:11:13.101652,0.0001,32,10,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
234,2025-09-23T16:11:13.182704,0.0001,32,10,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
235,2025-09-23T16:11:13.263494,0.0001,32,10,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
236,2025-09-23T16:11:13.344281,0.0001,32,10,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
237,2025-09-23T16:11:13.426002,0.0001,32,10,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
238,2025-09-23T16:11:13.508259,0.0001,32,10,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
239,2025-09-23T16:11:13.590180,0.0001,32,10,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
240,2025-09-23T16:11:13.674429,0.0001,32,15,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
241,2025-09-23T16:11:13.759344,0.0001,32,15,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
242,2025-09-23T16:11:13.843556,0.0001,32,15,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
243,2025-09-23T16:11:13.927867,0.0001,32,15,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
244,2025-09-23T16:11:14.012361,0.0001,32,15,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
245,2025-09-23T16:11:14.097042,0.0001,32,15,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
246,2025-09-23T16:11:14.181538,0.0001,32,15,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
247,2025-09-23T16:11:14.266120,0.0001,32,15,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
248,2025-09-23T16:11:14.350633,0.0001,32,15,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
249,2025-09-23T16:11:14.435080,0.0001,32,15,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
250,2025-09-23T16:11:14.520775,0.0001,32,15,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
251,2025-09-23T16:11:14.605621,0.0001,32,15,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
252,2025-09-23T16:11:14.686173,0.0001,64,5,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
253,2025-09-23T16:11:14.766252,0.0001,64,5,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
254,2025-09-23T16:11:14.846369,0.0001,64,5,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
255,2025-09-23T16:11:14.926473,0.0001,64,5,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
256,2025-09-23T16:11:15.006912,0.0001,64,5,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
257,2025-09-23T16:11:15.086781,0.0001,64,5,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
258,2025-09-23T16:11:15.166684,0.0001,64,5,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
259,2025-09-23T16:11:15.246865,0.0001,64,5,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
260,2025-09-23T16:11:15.326808,0.0001,64,5,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
261,2025-09-23T16:11:15.407111,0.0001,64,5,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
262,2025-09-23T16:11:15.487035,0.0001,64,5,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
263,2025-09-23T16:11:15.567581,0.0001,64,5,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
264,2025-09-23T16:11:15.650882,0.0001,64,10,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
265,2025-09-23T16:11:15.734543,0.0001,64,10,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
266,2025-09-23T16:11:15.817948,0.0001,64,10,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
267,2025-09-23T16:11:15.901730,0.0001,64,10,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
268,2025-09-23T16:11:15.985286,0.0001,64,10,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
269,2025-09-23T16:11:16.068729,0.0001,64,10,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
270,2025-09-23T16:11:16.151975,0.0001,64,10,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
271,2025-09-23T16:11:16.236013,0.0001,64,10,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
272,2025-09-23T16:11:16.319833,0.0001,64,10,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
273,2025-09-23T16:11:16.403504,0.0001,64,10,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
274,2025-09-23T16:11:16.486454,0.0001,64,10,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
275,2025-09-23T16:11:16.569592,0.0001,64,10,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
276,2025-09-23T16:11:16.655268,0.0001,64,15,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
277,2025-09-23T16:11:16.741423,0.0001,64,15,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
278,2025-09-23T16:11:16.827371,0.0001,64,15,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
279,2025-09-23T16:11:16.912678,0.0001,64,15,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
280,2025-09-23T16:11:16.998241,0.0001,64,15,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
281,2025-09-23T16:11:17.084152,0.0001,64,15,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
282,2025-09-23T16:11:17.169936,0.0001,64,15,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
283,2025-09-23T16:11:17.255823,0.0001,64,15,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
284,2025-09-23T16:11:17.341833,0.0001,64,15,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
285,2025-09-23T16:11:17.427502,0.0001,64,15,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
286,2025-09-23T16:11:17.513026,0.0001,64,15,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
287,2025-09-23T16:11:17.598929,0.0001,64,15,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
288,2025-09-23T16:11:17.681605,0.0001,128,5,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
289,2025-09-23T16:11:17.764005,0.0001,128,5,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
290,2025-09-23T16:11:17.846508,0.0001,128,5,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
291,2025-09-23T16:11:17.928998,0.0001,128,5,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
292,2025-09-23T16:11:18.011599,0.0001,128,5,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
293,2025-09-23T16:11:18.094425,0.0001,128,5,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
294,2025-09-23T16:11:18.177203,0.0001,128,5,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
295,2025-09-23T16:11:18.259828,0.0001,128,5,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
296,2025-09-23T16:11:18.342367,0.0001,128,5,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
297,2025-09-23T16:11:18.425293,0.0001,128,5,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
298,2025-09-23T16:11:18.508109,0.0001,128,5,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
299,2025-09-23T16:11:18.590758,0.0001,128,5,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
300,2025-09-23T16:11:18.676911,0.0001,128,10,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
301,2025-09-23T16:11:18.763161,0.0001,128,10,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
302,2025-09-23T16:11:18.848904,0.0001,128,10,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
303,2025-09-23T16:11:18.934933,0.0001,128,10,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
304,2025-09-23T16:11:19.021075,0.0001,128,10,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
305,2025-09-23T16:11:19.107430,0.0001,128,10,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
306,2025-09-23T16:11:19.193649,0.0001,128,10,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
307,2025-09-23T16:11:19.280100,0.0001,128,10,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
308,2025-09-23T16:11:19.366331,0.0001,128,10,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
309,2025-09-23T16:11:19.452943,0.0001,128,10,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
310,2025-09-23T16:11:19.539678,0.0001,128,10,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
311,2025-09-23T16:11:19.625483,0.0001,128,10,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
312,2025-09-23T16:11:19.715018,0.0001,128,15,0.2,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
313,2025-09-23T16:11:19.804830,0.0001,128,15,0.2,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
314,2025-09-23T16:11:19.894983,0.0001,128,15,0.2,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
315,2025-09-23T16:11:19.984592,0.0001,128,15,0.2,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
316,2025-09-23T16:11:20.074594,0.0001,128,15,0.3,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
317,2025-09-23T16:11:20.164780,0.0001,128,15,0.3,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
318,2025-09-23T16:11:20.254895,0.0001,128,15,0.3,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
319,2025-09-23T16:11:20.426037,0.0001,128,15,0.3,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
320,2025-09-23T16:11:20.516613,0.0001,128,15,0.4,5,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
321,2025-09-23T16:11:20.607271,0.0001,128,15,0.4,10,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
322,2025-09-23T16:11:20.698232,0.0001,128,15,0.4,15,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
323,2025-09-23T16:11:20.788822,0.0001,128,15,0.4,20,0.0,0.0,100.0,100.0,0.0,0.0,inf,inf,0.0,0.0
