trial,timestamp,learning_rate,hidden_dim,num_layers,dropout_rate,test_approximation_rate,val_approximation_rate,test_infeasible_rate,val_infeasible_rate,test_mean_load_factor,val_mean_load_factor,test_loss,val_loss,test_time,val_time
0,2025-09-25T09:51:47.947133,0.001,32,5,0.2,tensor(66.8213),tensor(67.0372),0.0,0.0,tensor(0.4915),tensor(0.4862),0.6713455729186535,0.6717579625546932,8.402276754379272,8.401357650756836
1,2025-09-25T09:55:49.694086,0.001,32,5,0.3,tensor(66.8213),tensor(67.0372),0.0,0.0,tensor(0.4915),tensor(0.4862),0.6713455729186535,0.6717579625546932,8.45816683769226,8.344891786575317
2,2025-09-25T09:59:51.415285,0.001,32,5,0.4,tensor(66.8213),tensor(67.0372),0.0,0.0,tensor(0.4915),tensor(0.4862),0.6713455729186535,0.6717579625546932,8.355268001556396,8.291963577270508
3,2025-09-25T10:05:19.968954,0.001,32,10,0.2,tensor(66.8417),tensor(67.2679),0.0,0.0,tensor(0.4913),tensor(0.4845),0.7698848582804203,0.7700784988701344,8.565215110778809,8.5924813747406
4,2025-09-25T10:10:48.655064,0.001,32,10,0.3,tensor(66.8417),tensor(67.2679),0.0,0.0,tensor(0.4913),tensor(0.4845),0.7698848582804203,0.7700784988701344,8.578846454620361,8.491217136383057
5,2025-09-25T10:16:17.039179,0.001,32,10,0.4,tensor(66.8417),tensor(67.2679),0.0,0.0,tensor(0.4913),tensor(0.4845),0.7698848582804203,0.7700784988701344,8.570123195648193,8.498799800872803
6,2025-09-25T10:23:09.732743,0.001,32,15,0.2,tensor(67.4655),tensor(67.6604),0.0,0.0,tensor(0.4868),tensor(0.4817),0.5807432346045971,0.5813532434403896,8.695315837860107,8.64986777305603
7,2025-09-25T10:30:01.883401,0.001,32,15,0.3,tensor(67.4655),tensor(67.6604),0.0,0.0,tensor(0.4868),tensor(0.4817),0.5807432346045971,0.5813532434403896,8.775805711746216,8.68484878540039
8,2025-09-25T10:36:53.398286,0.001,32,15,0.4,tensor(67.4655),tensor(67.6604),0.0,0.0,tensor(0.4868),tensor(0.4817),0.5807432346045971,0.5813532434403896,8.74670124053955,8.725302457809448
